Material,Plant,Task List Type,Group,Group Counter,Valid From,Short Text,Language Key,Deletion Indicator,Base Quantity,Act./Operation UoM,Standard Value,Standard value unit,Standard Value2,Standard value unit3,Standard Value4,Standard value unit5,User field quantity,User field quantity6,Setup group category,Work center,Relevant
200081,0296,2,0296-9KW,4,43831,BP Rezept 2021,,,2100,CS,25,MIN,60,,360,,3183,3183,,BPETKW,
200082,0296,2,0296-9KW,5,43831,BP Rezept 2021,,,2100,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
200083,0296,2,0296-9KW,6,43831,BP Rezept 2021,,,2200,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
200991,0296,2,0296-9KW,7,43831,BP Rezept 2021,,,2000,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
201009,0296,2,0296-9KW,8,43831,BP Rezept 2021,,,2000,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
201131,0296,2,0296-9KW,9,43831,BP Rezept 2021,,,2000,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
201184,0296,2,0296-9KW,10,43831,BP Rezept 2021,,,2100,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
203024,0296,2,0296-9KW,11,43831,BP Rezept 2021,,,2100,CS,25,MIN,60,,360,,3183,3183,,BPETKW,
203030,0296,2,0296-9KW,12,43831,BP Rezept 2021,,,2000,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
200078,0296,2,0296-9KW,68,43101,BP Rezept 2019,,,2150,CS,20,MIN,60,,360,,3183,3183,,BPETKW,
200079,0296,2,0296-9KW,69,43101,BP Rezept 2019,,,2150,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
200080,0296,2,0296-9KW,70,43101,BP Rezept 2019,,,2150,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
200081,0296,2,0296-9KW,71,43101,BP Rezept 2019,,,2000,CS,25,MIN,60,,360,,3183,3183,,BPETKW,
200082,0296,2,0296-9KW,72,43101,BP Rezept 2019,,,2100,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
200083,0296,2,0296-9KW,73,43101,BP Rezept 2019,,,2000,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
200938,0296,2,0296-9KW,76,43101,BP Rezept 2019,,,1900,CS,20,MIN,60,,360,,3183,3183,,BPETKW,
200991,0296,2,0296-9KW,77,43101,BP Rezept 2019,,,2100,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
201009,0296,2,0296-9KW,78,43101,BP Rezept 2019,,,2000,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
201101,0296,2,0296-9KW,79,43101,BP Rezept 2019,,,2000,CS,20,MIN,60,,420,,3183,3183,,BPETKW,
201131,0296,2,0296-9KW,80,43101,BP Rezept 2019,,,2000,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
201184,0296,2,0296-9KW,81,43101,BP Rezept 2019,,,2150,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
201222,0296,2,0296-9KW,82,43101,BP Rezept 2019,,,2100,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
200078,0296,2,0296-9KW,83,43466,BP Rezept 2020,,,2150,CS,20,MIN,60,,360,,3183,3183,,BPETKW,
200079,0296,2,0296-9KW,84,43466,BP Rezept 2020,,,2050,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
200080,0296,2,0296-9KW,85,43466,BP Rezept 2020,,,2000,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
200081,0296,2,0296-9KW,86,43466,BP Rezept 2020,,,2100,CS,25,MIN,60,,360,,3183,3183,,BPETKW,
200047,0296,2,0296-9KY,77,43101,BP Rezept 2019,,,1,CS,,,,,,,0,0,,,
200081,0296,2,0296-9KW,86,43466,BP Rezept 2020,,,1,CS,0,MIN,0,EA,,,0,0,,,
200082,0296,2,0296-9KW,87,43466,BP Rezept 2020,,,2000,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
200083,0296,2,0296-9KW,88,43466,BP Rezept 2020,,,1950,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
200991,0296,2,0296-9KW,89,43466,BP Rezept 2020,,,2000,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
201184,0296,2,0296-9KW,90,43466,BP Rezept 2020,,,2150,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
203025,0296,2,0296-9KW,91,43466,BP Rezept 2020,,,1800,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
203043,0296,2,0296-9KW,92,43466,BP Rezept 2020,,,2150,CS,20,MIN,60,,360,,3183,3183,,BPETKW,
203036,0296,2,0296-9KW,93,43466,BP Rezept 2020,,,2150,CS,20,MIN,60,,360,,3183,3183,,BPETKW,
203030,0296,2,0296-9KW,94,43466,BP Rezept 2020,,,2000,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
201009,0296,2,0296-9KW,95,43466,BP Rezept 2020,,,2100,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
200001,0296,2,0296-9KY,1,43831,BP Rezept 2021,,,1250,CS,20,MIN,60,,360,,1666,1666,,BRGBKY,
200002,0296,2,0296-9KY,2,43831,BP Rezept 2021,,,1250,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200012,0296,2,0296-9KY,3,43831,BP Rezept 2021,,,1100,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
200023,0296,2,0296-9KY,4,43831,BP Rezept 2021,,,1100,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
200045,0296,2,0296-9KY,5,43831,BP Rezept 2021,,,1150,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
200049,0296,2,0296-9KY,6,43831,BP Rezept 2021,,,1200,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200051,0296,2,0296-9KY,7,43831,BP Rezept 2021,,,1250,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
200052,0296,2,0296-9KY,8,43831,BP Rezept 2021,,,1100,CS,30,MIN,60,,360,,2000,2000,,BRGBKY,
200112,0296,2,0296-9KY,9,43831,BP Rezept 2021,,,1100,CS,40,MIN,60,,360,,2000,2000,,BRGBKY,
200113,0296,2,0296-9KY,10,43831,BP Rezept 2021,,,1100,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200114,0296,2,0296-9KY,11,43831,BP Rezept 2021,,,1100,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
200952,0296,2,0296-9KY,12,43831,BP Rezept 2021,,,1050,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
201118,0296,2,0296-9KY,13,43831,BP Rezept 2021,,,1050,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
201185,0296,2,0296-9KY,14,43831,BP Rezept 2021,,,1200,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
201186,0296,2,0296-9KY,15,43831,BP Rezept 2021,,,1100,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
201187,0296,2,0296-9KY,16,43831,BP Rezept 2021,,,1250,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
203335,0296,2,0296-9KY,17,43831,BP Rezept 2021,,,1100,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
203336,0296,2,0296-9KY,18,43831,BP Rezept 2021,,,1100,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
203337,0296,2,0296-9KY,19,43831,BP Rezept 2021,,,1100,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
203338,0296,2,0296-9KY,20,44197,BP Rezept 2021,,,1100,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
203339,0296,2,0296-9KY,21,43831,BP Rezept 2021,,,1100,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
203340,0296,2,0296-9KY,22,43831,BP Rezept 2021,,,870,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
200001,0296,2,0296-9KY,71,43101,BP Rezept 2019,,,1200,CS,20,MIN,60,,360,,1666,1666,,BRGBKY,
200002,0296,2,0296-9KY,72,43101,BP Rezept 2019,,,1200,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200012,0296,2,0296-9KY,73,43101,BP Rezept 2019,,,1000,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
200013,0296,2,0296-9KY,74,43101,BP Rezept 2019,,,1000,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
200023,0296,2,0296-9KY,75,43101,BP Rezept 2019,,,1100,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
200045,0296,2,0296-9KY,76,43101,BP Rezept 2019,,,1100,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
200047,0296,2,0296-9KY,77,43101,BP Rezept 2019,,,1000,CS,30,MIN,60,,360,,2000,2000,,BRGBKY,
201009,0296,2,0296_BP1,35,40909,Abfuellen PET,,,1,CS,,,,,,,0,0,,,
200047,0296,2,0296-9KY,77,43101,BP Rezept 2019,,,1,CS,0,MIN,0,EA,,,0,0,,,
200048,0296,2,0296-9KY,78,43101,BP Rezept 2019,,,1000,CS,25,MIN,60,,360,,2000,2000,,BRGBKY,
200049,0296,2,0296-9KY,79,43101,BP Rezept 2019,,,1150,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200051,0296,2,0296-9KY,80,43101,BP Rezept 2019,,,1100,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
200052,0296,2,0296-9KY,81,43101,BP Rezept 2019,,,1100,CS,30,MIN,60,,360,,2000,2000,,BRGBKY,
200112,0296,2,0296-9KY,82,43101,BP Rezept 2019,,,900,CS,40,MIN,60,,360,,2000,2000,,BRGBKY,
200113,0296,2,0296-9KY,83,43101,BP Rezept 2019,,,1100,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200114,0296,2,0296-9KY,84,43101,BP Rezept 2019,,,1000,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
200952,0296,2,0296-9KY,85,43101,BP Rezept 2019,,,1000,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
201118,0296,2,0296-9KY,86,43101,BP Rezept 2019,,,1050,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
201185,0296,2,0296-9KY,87,43101,BP Rezept 2019,,,1100,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
201187,0296,2,0296-9KY,88,43101,BP Rezept 2019,,,1100,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
200918,0296,2,0296-9KY,89,43101,BP Rezept 2019,,,1000,CS,15,MIN,60,,360,,2000,2000,,BRGBKY,
200001,0296,2,0296-9KY,90,43466,BP Rezept 2020,,,1250,CS,20,MIN,60,,360,,1666,1666,,BRGBKY,
200012,0296,2,0296-9KY,91,43466,BP Rezept 2020,,,1100,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
200049,0296,2,0296-9KY,92,43466,BP Rezept 2020,,,1050,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
201118,0296,2,0296-9KY,93,43466,BP Rezept 2020,,,1050,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
201185,0296,2,0296-9KY,94,43466,BP Rezept 2020,,,1250,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200114,0296,2,0296-9KY,95,43466,BP Rezept 2020,,,1200,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
200002,0296,2,0296-9KY,96,43466,BP Rezept 2020,,,1150,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200013,0296,2,0296-9KY,97,43466,BP Rezept 2020,,,1050,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
200023,0296,2,0296-9KY,98,43466,BP Rezept 2020,,,1200,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
200051,0296,2,0296-9KY,99,43466,BP Rezept 2020,,,1150,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
200113,0296,2,0296-9KY,A1,43466,BP Rezept 2020,,,1100,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
201187,0296,2,0296-9KY,A2,43466,BP Rezept 2020,,,1150,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
200952,0296,2,0296-9KY,A3,43466,BP Rezept 2020,,,1050,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200045,0296,2,0296-9KY,A4,43466,BP Rezept 2020,,,1100,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
200047,0296,2,0296-9KY,A5,43466,BP Rezept 2020,,,1050,CS,30,MIN,60,,360,,2000,2000,,BRGBKY,
200048,0296,2,0296-9KY,A6,43466,BP Rezept 2020,,,1050,CS,25,MIN,60,,360,,2000,2000,,BRGBKY,
200052,0296,2,0296-9KY,A7,43466,BP Rezept 2020,,,1250,CS,30,MIN,60,,360,,2000,2000,,BRGBKY,
200112,0296,2,0296-9KY,A8,43466,BP Rezept 2020,,,1300,CS,40,MIN,60,,360,,2000,2000,,BRGBKY,
200078,0296,2,0296_BP1,2,40909,Abfuellen PET,,,2150,CS,20,MIN,60,,360,,3183,3183,,BPETKW,
200079,0296,2,0296_BP1,3,40909,Abfuellen PET,,,2050,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
200080,0296,2,0296_BP1,4,40909,Abfuellen PET,,,2000,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
200081,0296,2,0296_BP1,5,40909,Abfuellen PET,,,2100,CS,25,MIN,60,,360,,3183,3183,,BPETKW,
200082,0296,2,0296_BP1,6,40909,Abfuellen PET,,,2100,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
200083,0296,2,0296_BP1,8,40909,Abfuellen PET,,,2200,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
200991,0296,2,0296_BP1,27,40909,Abfuellen PET,,,2000,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
201009,0296,2,0296_BP1,35,40909,Abfuellen PET,,,2000,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
13010919,0296,2,0296_SY1,72,43831,Herstellung Sirup,,,1,L,,,,,,,0,0,,,
201009,0296,2,0296_BP1,35,40909,Abfuellen PET,,,1,CS,0,MIN,0,EA,,,0,0,,,
201131,0296,2,0296_BP1,45,40909,Abfuellen PET,,,2000,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
201184,0296,2,0296_BP1,48,40909,Abfuellen PET,,,2100,CS,35,MIN,60,,360,,3183,3183,,BPETKW,
203030,0296,2,0296_BP1,58,43101,Abfuellen PET,,,2000,CS,30,MIN,60,,360,,3183,3183,,BPETKW,
200001,0296,2,0296_BR1,1,40909,Abfuellen RGB (Returnable Glass),,,1250,CS,20,MIN,60,,360,,1666,1666,,BRGBKY,
200002,0296,2,0296_BR1,2,40909,Abfuellen RGB (Returnable Glass),,,1250,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200012,0296,2,0296_BR1,3,40909,Abfuellen RGB (Returnable Glass),,,1100,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
200013,0296,2,0296_BR1,4,40909,Abfuellen RGB (Returnable Glass),,,1100,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
200023,0296,2,0296_BR1,6,40909,Abfuellen RGB (Returnable Glass),,,1100,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
200045,0296,2,0296_BR1,7,40909,Abfuellen RGB (Returnable Glass),,,1150,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
200048,0296,2,0296_BR1,10,40909,Abfuellen RGB (Returnable Glass),,,1100,CS,25,MIN,60,,360,,2000,2000,,BRGBKY,
200049,0296,2,0296_BR1,11,40909,Abfuellen RGB (Returnable Glass),,,1200,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200051,0296,2,0296_BR1,12,40909,Abfuellen RGB (Returnable Glass),,,1250,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
200052,0296,2,0296_BR1,13,40909,Abfuellen RGB (Returnable Glass),,,1100,CS,30,MIN,60,,360,,2000,2000,,BRGBKY,
200112,0296,2,0296_BR1,15,40909,Abfuellen RGB (Returnable Glass),,,1100,CS,40,MIN,60,,360,,2000,2000,,BRGBKY,
200113,0296,2,0296_BR1,16,40909,Abfuellen RGB (Returnable Glass),,,1100,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
200114,0296,2,0296_BR1,17,40909,Abfuellen RGB (Returnable Glass),,,1100,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
200952,0296,2,0296_BR1,27,40909,Abfuellen RGB (Returnable Glass),,,1050,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
201118,0296,2,0296_BR1,31,40909,Abfuellen RGB (Returnable Glass),,,1050,CS,10,MIN,60,,360,,1666,1666,,BRGBKY,
201185,0296,2,0296_BR1,32,40909,Abfuellen RGB (Returnable Glass),,,1200,CS,30,MIN,60,,360,,1666,1666,,BRGBKY,
201187,0296,2,0296_BR1,34,40909,Abfuellen RGB (Returnable Glass),,,1250,CS,25,MIN,60,,360,,1666,1666,,BRGBKY,
201186,0296,2,0296_BR1,39,43831,Abfuellen RGB (Returnable Glass),,,1100,CS,45,MIN,60,,360,,2000,2000,,BRGBKY,
203335,0296,2,0296_BR1,40,43831,Abfuellen RGB (Returnable Glass),,,870,CS,45,MIN,60,,360,,1500,1500,,BRGBKY,
203336,0296,2,0296_BR1,41,43831,Abfuellen RGB (Returnable Glass),,,870,CS,45,MIN,60,,360,,1500,1500,,BRGBKY,
203337,0296,2,0296_BR1,42,43831,Abfuellen RGB (Returnable Glass),,,870,CS,45,MIN,60,,360,,1500,1500,,BRGBKY,
203338,0296,2,0296_BR1,43,43901,Abfuellen RGB (Returnable Glass),,,870,CS,45,MIN,60,,360,,1500,1500,,BRGBKY,
203339,0296,2,0296_BR1,44,43831,Abfuellen RGB (Returnable Glass),,,870,CS,45,MIN,60,,360,,1500,1500,,BRGBKY,
203340,0296,2,0296_BR1,45,43831,Abfuellen RGB (Returnable Glass),,,870,CS,45,MIN,60,,360,,1500,1500,,BRGBKY,
203529,0296,2,0296_BR1,46,44197,Abfuellen RGB (Returnable Glass),,,870,CS,45,MIN,60,,360,,1500,1500,,BRGBKY,
13010022,0296,2,0296_SY1,2,40909,Herstellung Sirup,,,50000,L,0,MIN,60,,120,,5248,5248,,SYRP01,
13010031,0296,2,0296_SY1,11,40909,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010044,0296,2,0296_SY1,21,40909,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010362,0296,2,0296_SY1,48,41285,Sirup Lift New,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010620,0296,2,0296_SY1,54,42005,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010041,0296,2,0296_SY1,57,42005,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010744,0296,2,0296_SY1,60,42370,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010836,0296,2,0296_SY1,65,43101,"SY  FaLOZ   1+4,4 LE/A/D-0618.50     PET",,,133200,L,0,MIN,60,,60,,133200,133200,,SYRP01,
13010867,0296,2,0296_SY1,70,43466,"SY  SP      1+5,5 SP-187.000         AL",,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010919,0296,2,0296_SY1,72,43831,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
200080,0297,2,0297-9DY,80,43466,BP Rezept 2020,,,1,CS,,,,,,,0,0,,,
13010919,0296,2,0296_SY1,72,43831,Herstellung Sirup,,,1,L,0,MIN,0,EA,,,0,0,,,
13010925,0296,2,0296_SY1,74,43831,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010971,0296,2,0296_SY1,76,43831,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010977,0296,2,0296_SY1,77,44197,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010986,0296,2,0296_SY1,78,44197,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010971,0296,2,0296_SY1,79,44197,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010871,0296,2,0296_SY1,80,44197,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010996,0296,2,0296_SY1,81,44197,Herstellung Sirup,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010997,0296,2,0296_SY1,82,44197,"SY  SP      1+5,5 SP-187.000         AL",,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010997,0296,2,0296_SY1,83,44197,"SY  SP      1+5,5 SP-187.000         AL",,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
13010996,0296,2,0296_SY1,84,44197,SY  SPZe,,,25000,L,0,MIN,60,,120,,25000,25000,,SYRP01,
200078,0297,2,0297-9DY,1,43831,BP Rezept 2021,,,1750,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
200079,0297,2,0297-9DY,2,43831,BP Rezept 2021,,,1800,CS,25,MIN,60,,660,,2500,2500,,BPETDY,
200080,0297,2,0297-9DY,3,43831,BP Rezept 2021,,,1800,CS,30,MIN,60,,660,,2500,2500,,BPETDY,
200081,0297,2,0297-9DY,4,43831,BP Rezept 2021,,,1900,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
200082,0297,2,0297-9DY,5,43831,BP Rezept 2021,,,1900,CS,20,MIN,60,,660,,3000,3000,,BPETDY,
200083,0297,2,0297-9DY,6,43831,BP Rezept 2021,,,1900,CS,25,MIN,60,,660,,3000,3000,,BPETDY,
200100,0297,2,0297-9DY,7,43831,BP Rezept 2021,,,1800,CS,35,MIN,60,,660,,2500,2500,,BPETDY,
201009,0297,2,0297-9DY,8,43831,BP Rezept 2021,,,1900,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
201184,0297,2,0297-9DY,9,43831,BP Rezept 2021,,,1800,CS,25,MIN,60,,660,,2500,2500,,BPETDY,
201222,0297,2,0297-9DY,10,43831,BP Rezept 2021,,,1900,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
203010,0297,2,0297-9DY,11,43831,BP Rezept 2021,,,2300,CS,60,MIN,60,,660,,4330,4330,,BPETDY,
203011,0297,2,0297-9DY,12,43831,BP Rezept 2021,,,2700,CS,30,MIN,60,,660,,4330,4330,,BPETDY,
203024,0297,2,0297-9DY,13,43831,BP Rezept 2021,,,1900,CS,45,MIN,60,,660,,2500,2500,,BPETDY,
203030,0297,2,0297-9DY,14,43831,BP Rezept 2021,,,1900,CS,45,MIN,60,,660,,2500,2500,,BPETDY,
200078,0297,2,0297-9DY,65,43101,BP Rezept 2019,,,2100,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
200079,0297,2,0297-9DY,66,43101,BP Rezept 2019,,,2000,CS,25,MIN,60,,660,,2500,2500,,BPETDY,
200080,0297,2,0297-9DY,67,43101,BP Rezept 2019,,,2000,CS,30,MIN,60,,660,,2500,2500,,BPETDY,
200081,0297,2,0297-9DY,68,43101,BP Rezept 2019,,,2200,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
200082,0297,2,0297-9DY,69,43101,BP Rezept 2019,,,2200,CS,20,MIN,60,,660,,3000,3000,,BPETDY,
200083,0297,2,0297-9DY,70,43101,BP Rezept 2019,,,2200,CS,25,MIN,60,,660,,3000,3000,,BPETDY,
200100,0297,2,0297-9DY,72,43101,BP Rezept 2019,,,2000,CS,35,MIN,60,,660,,2500,2500,,BPETDY,
201009,0297,2,0297-9DY,73,43101,BP Rezept 2019,,,2250,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
201101,0297,2,0297-9DY,75,43101,BP Rezept 2019,,,2000,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
201184,0297,2,0297-9DY,76,43101,BP Rezept 2019,,,2000,CS,25,MIN,60,,660,,2500,2500,,BPETDY,
201222,0297,2,0297-9DY,77,43101,BP Rezept 2019,,,2250,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
200078,0297,2,0297-9DY,78,43466,BP Rezept 2020,,,2000,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
200079,0297,2,0297-9DY,79,43466,BP Rezept 2020,,,2000,CS,25,MIN,60,,660,,2500,2500,,BPETDY,
200080,0297,2,0297-9DY,80,43466,BP Rezept 2020,,,2100,CS,30,MIN,60,,660,,2500,2500,,BPETDY,
200023,0297,2,0297-9DZ,59,43466,BP Rezept 2020,,,1,CS,,,,,,,0,0,,,
200080,0297,2,0297-9DY,80,43466,BP Rezept 2020,,,1,CS,0,MIN,0,EA,,,0,0,,,
200081,0297,2,0297-9DY,81,43466,BP Rezept 2020,,,2250,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
200082,0297,2,0297-9DY,82,43466,BP Rezept 2020,,,2250,CS,20,MIN,60,,660,,3000,3000,,BPETDY,
200083,0297,2,0297-9DY,83,43466,BP Rezept 2020,,,2250,CS,25,MIN,60,,660,,3000,3000,,BPETDY,
200100,0297,2,0297-9DY,84,43466,BP Rezept 2020,,,2050,CS,35,MIN,60,,660,,2500,2500,,BPETDY,
201184,0297,2,0297-9DY,85,43466,BP Rezept 2020,,,2000,CS,25,MIN,60,,660,,2500,2500,,BPETDY,
201222,0297,2,0297-9DY,86,43466,BP Rezept 2020,,,2150,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
203024,0297,2,0297-9DY,87,43466,BP Rezept 2020,,,2000,CS,45,MIN,60,,660,,2500,2500,,BPETDY,
201009,0297,2,0297-9DY,88,43466,BP Rezept 2020,,,2100,CS,15,MIN,60,,660,,3000,3000,,BPETDY,
203010,0297,2,0297-9DY,89,43466,BP Rezept 2020,,,1950,CS,25,MIN,60,,660,,2500,2500,,BPETDY,
203011,0297,2,0297-9DY,90,43466,BP Rezept 2020,,,1950,CS,25,MIN,60,,660,,2500,2500,,BPETDY,
200001,0297,2,0297-9DZ,1,43831,BP Rezept 2021,,,700,CS,15,MIN,60,,420,,1150,1150,,BRGBDZ,
200002,0297,2,0297-9DZ,2,43831,BP Rezept 2021,,,735,CS,15,MIN,60,,420,,1150,1150,,BRGBDZ,
200023,0297,2,0297-9DZ,3,43831,BP Rezept 2021,,,750,CS,5,MIN,60,,420,,1150,1150,,BRGBDZ,
200045,0297,2,0297-9DZ,4,43831,BP Rezept 2021,,,800,CS,15,MIN,60,,420,,1200,1200,,BRGBDZ,
200048,0297,2,0297-9DZ,5,43831,BP Rezept 2021,,,750,CS,25,MIN,60,,420,,1200,1200,,BRGBDZ,
200049,0297,2,0297-9DZ,6,43831,BP Rezept 2021,,,650,CS,15,MIN,60,,420,,1000,1000,,BRGBDZ,
200051,0297,2,0297-9DZ,7,43831,BP Rezept 2021,,,700,CS,15,MIN,60,,420,,1000,1000,,BRGBDZ,
200052,0297,2,0297-9DZ,8,43831,BP Rezept 2021,,,800,CS,15,MIN,60,,420,,1100,1100,,BRGBDZ,
200112,0297,2,0297-9DZ,9,43831,BP Rezept 2021,,,780,CS,20,MIN,60,,420,,1200,1200,,BRGBDZ,
200113,0297,2,0297-9DZ,10,43831,BP Rezept 2021,,,750,CS,15,MIN,60,,420,,1150,1150,,BRGBDZ,
201185,0297,2,0297-9DZ,11,43831,BP Rezept 2021,,,650,CS,15,MIN,60,,420,,1150,1150,,BRGBDZ,
201186,0297,2,0297-9DZ,12,43831,BP Rezept 2021,,,730,CS,15,MIN,60,,420,,1100,1100,,BRGBDZ,
201187,0297,2,0297-9DZ,13,43831,BP Rezept 2021,,,700,CS,30,MIN,60,,420,,1150,1150,,BRGBDZ,
200001,0297,2,0297-9DZ,45,43101,BP Rezept 2019,,,750,CS,15,MIN,60,,420,,1150,1150,,BRGBDZ,
