Material,Plant,Task List Type,Group,Group Counter,Valid From,Short Text,Language Key,Deletion Indicator,Base Quantity,Act./Operation UoM,Standard Value,Standard value unit,Standard Value2,Standard value unit3,Standard Value4,Standard value unit5,User field quantity,User field quantity6,Setup group category,Work center,Relevant
200522,0292,2,0292-9G2,90,43831,BP Rezept 2021,,,1650,CS,30,MIN,60,,300,,3583,3583,,BPETG2,
200655,0292,2,0292-9G2,91,43831,BP Rezept 2021,,,2050,CS,30,MIN,60,,300,,3583,3583,,BPETG2,
200798,0292,2,0292-9G2,92,43831,BP Rezept 2021,,,1400,CS,30,MIN,60,,300,,2167,2167,,BPETG2,
200945,0292,2,0292-9G2,93,43831,BP Rezept 2021,,,1650,CS,30,MIN,60,,300,,3583,3583,,BPETG2,
201384,0292,2,0292-9G2,94,43831,BP Rezept 2021,,,2450,CS,30,MIN,60,,300,,3834,3834,,BPETG2,
201853,0292,2,0292-9G2,95,43831,BP Rezept 2021,,,73,CS,30,MIN,60,,300,,171,171,,BPETG2,
201854,0292,2,0292-9G2,96,43831,BP Rezept 2021,,,105,CS,30,MIN,60,,300,,171,171,,BPETG2,
201863,0292,2,0292-9G2,97,43831,BP Rezept 2021,,,105,CS,30,MIN,60,,300,,171,171,,BPETG2,
201864,0292,2,0292-9G2,98,43831,BP Rezept 2021,,,105,CS,30,MIN,60,,300,,171,171,,BPETG2,
201327,0292,2,0292-9G3,28,43101,BP Rezept 2019,,,65,CS,30,MIN,60,,300,,83,83,,BPETG3,
201479,0292,2,0292-9G3,29,43101,BP Rezept 2019,,,2500,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201384,0292,2,0292-9G3,30,43101,BP Rezept 2019,,,2500,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201388,0292,2,0292-9G3,31,43101,BP Rezept 2019,,,2500,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201483,0292,2,0292-9G3,32,43101,BP Rezept 2019,,,4154,CS,30,MIN,60,,300,,6000,6000,,BPETG3,
201485,0292,2,0292-9G3,33,43101,BP Rezept 2019,,,2500,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201587,0292,2,0292-9G3,34,43101,BP Rezept 2019,,,2500,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201392,0292,2,0292-9G3,35,43101,BP Rezept 2019,,,2500,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201327,0292,2,0292-9G3,36,43466,BP Rezept 2020,,,65,CS,30,MIN,60,,300,,83,83,,BPETG3,
201328,0292,2,0292-9G3,37,43466,BP Rezept 2020,,,2500,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201388,0292,2,0292-9G3,41,43466,BP Rezept 2020,,,2500,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201333,0292,2,0292-9G6,F3,43101,BP Rezept 2019,,,1,CS,,,,,,,0,0,,,
201388,0292,2,0292-9G3,41,43466,BP Rezept 2020,,,1,CS,0,MIN,0,EA,,,0,0,,,
201327,0292,2,0292-9G3,43,43831,BP Rezept 2021,,,60,CS,30,MIN,60,,300,,83,83,,BPETG3,
201328,0292,2,0292-9G3,44,43831,BP Rezept 2021,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201329,0292,2,0292-9G3,45,43831,BP Rezept 2021,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201356,0292,2,0292-9G3,46,43831,BP Rezept 2021,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201359,0292,2,0292-9G3,47,43831,BP Rezept 2021,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201479,0292,2,0292-9G3,48,43831,BP Rezept 2021,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201483,0292,2,0292-9G3,49,43831,BP Rezept 2021,,,2840,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201485,0292,2,0292-9G3,50,43831,BP Rezept 2021,,,2500,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
200191,0292,2,0292-9G6,1,43831,BP Rezept 2021,,,5100,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
200260,0292,2,0292-9G6,2,43831,BP Rezept 2021,,,5100,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
200321,0292,2,0292-9G6,3,43831,BP Rezept 2021,,,5100,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
200322,0292,2,0292-9G6,4,43831,BP Rezept 2021,,,5100,CS,30,MIN,60,,300,,7000,7000,,BPETG6,
200323,0292,2,0292-9G6,5,43831,BP Rezept 2021,,,5250,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
200652,0292,2,0292-9G6,6,43831,BP Rezept 2021,,,5100,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
200943,0292,2,0292-9G6,7,43831,BP Rezept 2021,,,5100,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
201333,0292,2,0292-9G6,8,43831,BP Rezept 2021,,,3600,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201358,0292,2,0292-9G6,9,43831,BP Rezept 2021,,,3600,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201388,0292,2,0292-9G6,10,43831,BP Rezept 2021,,,3600,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201884,0292,2,0292-9G6,11,43831,BP Rezept 2021,,,5100,CS,30,MIN,60,,300,,3583,3583,,BPETG6,
201921,0292,2,0292-9G6,12,43831,BP Rezept 2021,,,108,CS,30,MIN,60,,300,,156,156,,BPETG6,
202067,0292,2,0292-9G6,13,43831,BP Rezept 2021,,,108,CS,30,MIN,60,,300,,156,156,,BPETG6,
202141,0292,2,0292-9G6,14,43831,BP Rezept 2021,,,108,CS,30,MIN,60,,300,,156,156,,BPETG6,
202142,0292,2,0292-9G6,15,43831,BP Rezept 2021,,,108,CS,30,MIN,60,,300,,156,156,,BPETG6,
202607,0292,2,0292-9G6,16,43831,BP Rezept 2021,,,3345,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
203027,0292,2,0292-9G6,17,43831,BP Rezept 2021,,,5100,PAC,30,MIN,60,,300,,7500,7500,,BPETG6,
203032,0292,2,0292-9G6,18,43831,BP Rezept 2021,,,3345,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
203035,0292,2,0292-9G6,19,43831,BP Rezept 2021,,,3600,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
203041,0292,2,0292-9G6,20,43831,BP Rezept 2021,,,5100,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
203220,0292,2,0292-9G6,21,43831,BP Rezept 2021,,,5100,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
203298,0292,2,0292-9G6,22,43831,BP Rezept 2021,,,3345,CS,30,MIN,60,,300,,5666.66,5666.66,,BPETG6,
203299,0292,2,0292-9G6,23,43831,BP Rezept 2021,,,5100,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
203307,0292,2,0292-9G6,24,43831,BP Rezept 2021,,,3345,CS,30,MIN,60,,300,,5666.66,5666.66,,BPETG6,
203308,0292,2,0292-9G6,25,43831,BP Rezept 2021,,,5100,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
203359,0292,2,0292-9G6,26,43831,BP Rezept 2021,,,3330,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
200322,0292,2,0292-9G6,E9,43101,BP Rezept 2019,,,5100,CS,30,MIN,60,,300,,7000,7000,,BPETG6,
201328,0292,2,0292-9G6,F1,43101,BP Rezept 2019,,,4158,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201329,0292,2,0292-9G6,F2,43101,BP Rezept 2019,,,4097,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201333,0292,2,0292-9G6,F3,43101,BP Rezept 2019,,,4521,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201393,0292,2,0292-9RE,3,43831,BP Rezept 2021,,,1,CS,,,,,,,0,0,,,
201333,0292,2,0292-9G6,F3,43101,BP Rezept 2019,,,1,CS,0,MIN,0,EA,,,0,0,,,
201401,0292,2,0292-9G6,F4,43101,BP Rezept 2019,,,104,CS,30,MIN,60,,300,,150,150,,BPETG6,
200237,0292,2,0292-9G6,F5,43101,BP Rezept 2019,,,5100,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
200260,0292,2,0292-9G6,F6,43101,BP Rezept 2019,,,4275,CS,30,MIN,60,,300,,7000,7000,,BPETG6,
200321,0292,2,0292-9G6,F7,43101,BP Rezept 2019,,,5100,CS,30,MIN,60,,300,,7000,8500,,BPETG6,
200323,0292,2,0292-9G6,F8,43101,BP Rezept 2019,,,5100,CS,30,MIN,60,,300,,7000,7000,,BPETG6,
200652,0292,2,0292-9G6,F9,43101,BP Rezept 2019,,,4275,CS,30,MIN,60,,300,,7000,7000,,BPETG6,
200943,0292,2,0292-9G6,G1,43101,BP Rezept 2019,,,4275,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
201842,0292,2,0292-9G6,G2,43101,BP Rezept 2019,,,5100,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
201873,0292,2,0292-9G6,G3,43101,BP Rezept 2019,,,5100,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
202067,0292,2,0292-9G6,G4,43101,BP Rezept 2019,,,108,CS,30,MIN,60,,300,,146,146,,BPETG6,
202141,0292,2,0292-9G6,G5,43101,BP Rezept 2019,,,108,CS,30,MIN,60,,300,,146,146,,BPETG6,
202142,0292,2,0292-9G6,G6,43101,BP Rezept 2019,,,108,CS,30,MIN,60,,300,,146,146,,BPETG6,
201921,0292,2,0292-9G6,G7,43101,BP Rezept 2019,,,108,CS,30,MIN,60,,300,,148,148,,BPETG6,
200191,0292,2,0292-9G6,G8,43101,BP Rezept 2019,,,4275,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
202754,0292,2,0292-9G6,G9,43101,BP Rezept 2019,,,3345,CS,30,MIN,60,,300,,5666.66,5666.66,,BPETG6,
202935,0292,2,0292-9G6,H1,43101,BP Rezept 2019,,,4275,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
201329,0292,2,0292-9G6,H3,43466,BP Rezept 2020,,,4097,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201479,0292,2,0292-9G6,H6,43466,BP Rezept 2020,,,3695,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
203035,0292,2,0292-9G6,H7,43466,BP Rezept 2020,,,3330,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
203110,0292,2,0292-9G6,H8,43466,BP Rezept 2020,,,3330,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
200191,0292,2,0292-9G6,H9,43466,BP Rezept 2020,,,4275,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
200260,0292,2,0292-9G6,I1,43466,BP Rezept 2020,,,4275,CS,30,MIN,60,,300,,7000,7000,,BPETG6,
200321,0292,2,0292-9G6,I2,43466,BP Rezept 2020,,,5100,CS,30,MIN,60,,300,,7000,8500,,BPETG6,
200322,0292,2,0292-9G6,I3,43466,BP Rezept 2020,,,4275,CS,30,MIN,60,,300,,7000,7000,,BPETG6,
200323,0292,2,0292-9G6,I4,43466,BP Rezept 2020,,,5100,CS,30,MIN,60,,300,,7000,7000,,BPETG6,
200652,0292,2,0292-9G6,I5,43466,BP Rezept 2020,,,4275,CS,30,MIN,60,,300,,7000,7000,,BPETG6,
200943,0292,2,0292-9G6,I6,43466,BP Rezept 2020,,,4275,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
201921,0292,2,0292-9G6,I7,43466,BP Rezept 2020,,,108,CS,30,MIN,60,,300,,148,148,,BPETG6,
202067,0292,2,0292-9G6,I8,43466,BP Rezept 2020,,,108,CS,30,MIN,60,,300,,146,146,,BPETG6,
202141,0292,2,0292-9G6,I9,43466,BP Rezept 2020,,,108,CS,30,MIN,60,,300,,146,146,,BPETG6,
202142,0292,2,0292-9G6,J1,43466,BP Rezept 2020,,,108,CS,30,MIN,60,,300,,146,146,,BPETG6,
202935,0292,2,0292-9G6,J2,43466,BP Rezept 2020,,,4275,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
203027,0292,2,0292-9G6,J3,43466,BP Rezept 2020,,,4275,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
203041,0292,2,0292-9G6,J4,43466,BP Rezept 2020,,,5100,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
203105,0292,2,0292-9G6,J5,43466,BP Rezept 2020,,,3330,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
200376,0292,2,0292-9RE,1,43831,BP Rezept 2021,,,37,CS,0,MIN,60,,270,,45,45,,REPA01,
200377,0292,2,0292-9RE,2,43831,BP Rezept 2021,,,45,CS,0,MIN,60,,270,,45,45,,REPA01,
201393,0292,2,0292-9RE,3,43831,BP Rezept 2021,,,67,CS,0,MIN,60,,270,,67.5,67.5,,REPA01,
201973,0292,2,0292-9RE,97,43466,BP Rezept 2020,,,1,CS,,,,,,,0,0,,,
201393,0292,2,0292-9RE,3,43831,BP Rezept 2021,,,1,CS,0,MIN,0,EA,,,0,0,,,
202032,0292,2,0292-9RE,4,43831,BP Rezept 2021,,,60,CS,0,MIN,60,,270,,60,60,,REPA01,
202667,0292,2,0292-9RE,5,43831,BP Rezept 2021,,,62,CS,0,MIN,60,,270,,67.5,67.5,,REPA01,
202692,0292,2,0292-9RE,6,43831,BP Rezept 2021,,,40,CS,0,MIN,60,,270,,45,45,,REPA01,
203078,0292,2,0292-9RE,7,43831,BP Rezept 2021,,,54,CS,0,MIN,60,,270,,60,60,,REPA01,
203186,0292,2,0292-9RE,8,43831,BP Rezept 2021,,,62,CS,0,MIN,60,,270,,67.5,67.5,,REPA01,
203237,0292,2,0292-9RE,9,43831,BP Rezept 2021,,,67,CS,0,MIN,60,,270,,67.5,67.5,,REPA01,
203309,0292,2,0292-9RE,10,43831,BP Rezept 2021,,,67,CS,0,MIN,60,,270,,67.5,67.5,,REPA01,
203312,0292,2,0292-9RE,11,43831,BP Rezept 2021,,,45,CS,0,MIN,60,,270,,45,45,,REPA01,
203334,0292,2,0292-9RE,12,43831,BP Rezept 2021,,,40,CS,20,MIN,60,,270,,45,45,,REPA01,
203360,0292,2,0292-9RE,13,43831,BP Rezept 2021,,,67,CS,0,MIN,60,,270,,67.5,67.5,,REPA01,
203361,0292,2,0292-9RE,14,43831,BP Rezept 2021,,,60,CS,0,MIN,60,,270,,60,60,,REPA01,
203395,0292,2,0292-9RE,15,43831,BP Rezept 2021,,,62,CS,0,MIN,60,,270,,67.5,67.5,,REPA01,
200375,0292,2,0292-9RE,72,43101,BP Rezept 2019,,,37,CS,20,MIN,60,,270,,45,45,,REPA01,
200376,0292,2,0292-9RE,73,43101,BP Rezept 2019,,,37,CS,20,MIN,60,,270,,45,45,,REPA01,
200377,0292,2,0292-9RE,74,43101,BP Rezept 2019,,,45,CS,20,MIN,60,,270,,45,45,,REPA01,
201393,0292,2,0292-9RE,75,43101,BP Rezept 2019,,,67,CS,20,MIN,60,,270,,67.5,67.5,,REPA01,
201471,0292,2,0292-9RE,76,43101,BP Rezept 2019,,,62,CS,20,MIN,60,,270,,67.5,67.5,,REPA01,
201712,0292,2,0292-9RE,77,43101,BP Rezept 2019,,,54,CS,20,MIN,60,,270,,60,60,,REPA01,
201973,0292,2,0292-9RE,78,43101,BP Rezept 2019,,,40,CS,20,MIN,60,,270,,45,45,,REPA01,
202667,0292,2,0292-9RE,79,43101,BP Rezept 2019,,,62,CS,20,MIN,60,,270,,67.5,67.5,,REPA01,
202692,0292,2,0292-9RE,80,43101,BP Rezept 2019,,,40,CS,20,MIN,60,,270,,45,45,,REPA01,
202693,0292,2,0292-9RE,81,43101,BP Rezept 2019,,,40,CS,20,MIN,60,,270,,45,45,,REPA01,
202923,0292,2,0292-9RE,82,43101,BP Rezept 2019,,,62,CS,20,MIN,60,,270,,67.5,67.5,,REPA01,
202979,0292,2,0292-9RE,83,43101,BP Rezept 2019,,,55,CS,20,MIN,60,,270,,60,60,,REPA01,
202984,0292,2,0292-9RE,84,43101,BP Rezept 2019,,,62,CS,20,MIN,60,,270,,67.5,67.5,,REPA01,
202692,0292,2,0292-9RE,85,43466,BP Rezept 2020,,,40,CS,0,MIN,60,,270,,45,45,,REPA01,
202693,0292,2,0292-9RE,86,43466,BP Rezept 2020,,,40,CS,0,MIN,60,,270,,45,45,,REPA01,
201393,0292,2,0292-9RE,87,43466,BP Rezept 2020,,,67,CS,0,MIN,60,,270,,67.5,67.5,,REPA01,
202032,0292,2,0292-9RE,88,43466,BP Rezept 2020,,,60,CS,20,MIN,60,,270,,60,60,,REPA01,
202667,0292,2,0292-9RE,89,43466,BP Rezept 2020,,,62,CS,0,MIN,60,,270,,67.5,67.5,,REPA01,
203187,0292,2,0292-9RE,90,43466,BP Rezept 2020,,,54,CS,0,MIN,60,,270,,60,60,,REPA01,
203186,0292,2,0292-9RE,91,43466,BP Rezept 2020,,,62,CS,0,MIN,60,,270,,67.5,67.5,,REPA01,
203201,0292,2,0292-9RE,92,43466,BP Rezept 2020,,,62,CS,0,MIN,60,,270,,67.5,67.5,,REPA01,
200375,0292,2,0292-9RE,93,43466,BP Rezept 2020,,,37,CS,0,MIN,60,,270,,45,45,,REPA01,
200376,0292,2,0292-9RE,94,43466,BP Rezept 2020,,,37,CS,0,MIN,60,,270,,45,45,,REPA01,
200377,0292,2,0292-9RE,95,43466,BP Rezept 2020,,,45,CS,0,MIN,60,,270,,45,45,,REPA01,
203106,0292,2,0292-9RE,96,43466,BP Rezept 2020,,,45,CS,20,MIN,60,,270,,45,45,,REPA01,
201973,0292,2,0292-9RE,97,43466,BP Rezept 2020,,,40,CS,20,MIN,60,,270,,45,45,,REPA01,
201864,0292,2,0292_BP1,FN,41275,Abfuellen PET,,,1,CS,,,,,,,0,0,,,
201973,0292,2,0292-9RE,97,43466,BP Rezept 2020,,,1,CS,0,MIN,0,EA,,,0,0,,,
203188,0292,2,0292-9RE,98,43466,BP Rezept 2020,,,55,CS,0,MIN,60,,270,,60,60,,REPA01,
203361,0292,2,0292-9RE,99,43831,Rezept Packen Mixpaletten,,,62,CS,20,MIN,60,,270,,67.5,67.5,,REPA01,
203180,0292,2,0292_BP1,1,44197,"CCZS ZIMT     6/1,25LPEW",,,3200,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
200254,0292,2,0292_BP1,46,40909,Abfuellen PET,,,1500,CS,30,MIN,60,,300,,2167,2167,,BPETG2,
200323,0292,2,0292_BP1,78,42005,Abfuellen PET,,,2468,CS,30,MIN,60,,300,,5375,5375,,BPETG2,
200322,0292,2,0292_BP1,79,42005,Abfuellen PET,,,2468,CS,30,MIN,60,,300,,5375,5375,,BPETG2,
200652,0292,2,0292_BP1,80,42005,Abfuellen PET,,,2468,CS,30,MIN,60,,300,,5375,5375,,BPETG2,
200499,0292,2,0292_BP1,98,40909,Abfuellen PET,,,2050,CS,30,MIN,60,,300,,3583,3583,,BPETG2,
200500,0292,2,0292_BP1,99,40909,Abfuellen PET,,,2050,CS,30,MIN,60,,300,,3583,3583,,BPETG2,
200521,0292,2,0292_BP1,A1,40909,Abfuellen PET,,,2270,CS,30,MIN,60,,300,,3583,3583,,BPETG2,
200522,0292,2,0292_BP1,A2,40909,Abfuellen PET,,,1650,CS,30,MIN,60,,300,,3583,3583,,BPETG2,
200655,0292,2,0292_BP1,AF,44197,Abfuellen PET,,,2050,CS,30,MIN,60,,300,,3583,3583,,BPETG2,
200945,0292,2,0292_BP1,AP,40909,Abfuellen PET,,,1650,CS,30,MIN,60,,300,,3583,3583,,BPETG2,
201327,0292,2,0292_BP1,BS,40909,Abfuellen PET,,,75,CS,30,MIN,60,,300,,150,150,,BPETG6,
201328,0292,2,0292_BP1,BT,40909,Abfuellen PET,,,3200,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201329,0292,2,0292_BP1,BU,40909,Abfuellen PET,,,3200,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201333,0292,2,0292_BP1,BW,40909,Abfuellen PET,,,3200,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201384,0292,2,0292_BP1,CQ,40909,Abfuellen PET,,,3200,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201388,0292,2,0292_BP1,CS,40909,Abfuellen PET,,,3200,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201479,0292,2,0292_BP1,DC,40909,Abfuellen PET,,,3200,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201483,0292,2,0292_BP1,DD,40909,Abfuellen PET,,,3200,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201485,0292,2,0292_BP1,DE,40909,Abfuellen PET,,,3200,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201327,0292,2,0292_BP1,EI,40909,Abfuellen PET,,,60,CS,30,MIN,60,,300,,83,83,,BPETG3,
201479,0292,2,0292_BP1,EJ,40909,Abfuellen PET,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201384,0292,2,0292_BP1,EK,40909,Abfuellen PET,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201333,0292,2,0292_BP1,EL,40909,Abfuellen PET,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201328,0292,2,0292_BP1,EM,40909,Abfuellen PET,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201329,0292,2,0292_BP1,EN,40909,Abfuellen PET,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201388,0292,2,0292_BP1,EO,40909,Abfuellen PET,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201327,0292,2,0292_BP1,F1,41275,Abfuellen PET,,,60,CS,30,MIN,60,,300,,95.9,95.9,,BPETG2,
201479,0292,2,0292_BP1,F3,41275,Abfuellen PET,,,2450,CS,30,MIN,60,,300,,3834,3834,,BPETG2,
201384,0292,2,0292_BP1,F4,41275,Abfuellen PET,,,2450,CS,30,MIN,60,,300,,3834,3834,,BPETG2,
201333,0292,2,0292_BP1,F5,41275,Abfuellen PET,,,2450,CS,30,MIN,60,,300,,3834,3834,,BPETG2,
201328,0292,2,0292_BP1,F6,41275,Abfuellen PET,,,2450,CS,30,MIN,60,,300,,3834,3834,,BPETG2,
201388,0292,2,0292_BP1,F7,41275,Abfuellen PET,,,2450,CS,30,MIN,60,,300,,3600,3600,,BPETG2,
201329,0292,2,0292_BP1,F8,41275,Abfuellen PET,,,2450,CS,30,MIN,60,,300,,3834,3834,,BPETG2,
201892,0292,2,0292_BP1,FM,41275,Abfuellen PET,,,95,CS,30,MIN,60,,300,,150,150,,BPETG6,
201864,0292,2,0292_BP1,FN,41275,Abfuellen PET,,,105,CS,30,MIN,60,,300,,171,171,,BPETG2,
201359,0292,2,0292_BP1,JC,43831,Abfuellen PET,,,1,CS,,,,,,,0,0,,,
201864,0292,2,0292_BP1,FN,41275,Abfuellen PET,,,1,CS,0,MIN,0,EA,,,0,0,,,
201863,0292,2,0292_BP1,FO,41275,Abfuellen PET,,,105,CS,30,MIN,60,,300,,171,171,,BPETG2,
201853,0292,2,0292_BP1,FQ,41275,Abfuellen PET,,,73,CS,30,MIN,60,,300,,171,171,,BPETG2,
200260,0292,2,0292_BP1,FT,41640,Abfuellen PET,,,4900,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
200321,0292,2,0292_BP1,FU,41640,Abfuellen PET,,,4900,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
200322,0292,2,0292_BP1,FV,41640,Abfuellen PET,,,4900,CS,30,MIN,60,,300,,7000,7000,,BPETG6,
200323,0292,2,0292_BP1,FW,41640,Abfuellen PET,,,4600,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
200652,0292,2,0292_BP1,FX,41640,Abfuellen PET,,,4900,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
200943,0292,2,0292_BP1,FY,41640,Abfuellen PET,,,4100,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
202067,0292,2,0292_BP1,G3,41640,"BPETG6_CC_1+5,5_PROMO_1",,,95,CS,30,MIN,60,,300,,156,156,,BPETG6,
202141,0292,2,0292_BP1,G5,41640,Abfuellen PET,,,105,CS,30,MIN,60,,300,,156,156,,BPETG6,
202142,0292,2,0292_BP1,G6,41640,Abfuellen PET,,,105,CS,30,MIN,60,,300,,156,156,,BPETG6,
201483,0292,2,0292_BP1,G9,41640,Abfuellen PET,,,2840,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201921,0292,2,0292_BP1,GA,41640,Abfuellen PET,,,105,CS,30,MIN,60,,300,,156,156,,BPETG6,
201485,0292,2,0292_BP1,GE,41640,Abfuellen PET,,,2500,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
200322,0292,2,0292_BP1,H3,41640,Abfuellen PET,,,4900,CS,30,MIN,60,,300,,7000,7000,,BPETG6,
202067,0292,2,0292_BP1,H7,42005,Abfuellen PET,,,73,CS,30,MIN,60,,300,,112,112,,BPETG2,
202142,0292,2,0292_BP1,H8,42005,Abfuellen PET,,,73,CS,30,MIN,60,,300,,112,112,,BPETG2,
200191,0292,2,0292_BP1,HP,43101,Abfuellen PET,,,4100,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
200425,0292,2,0292_BP1,HS,42370,Abfuellen PET,,,1500,CS,30,MIN,60,,300,,2167,2167,,BPETG2,
200798,0292,2,0292_BP1,HT,42370,Abfuellen PET,,,1500,CS,30,MIN,60,,300,,2167,2167,,BPETG2,
202607,0292,2,0292_BP1,I4,42370,Abfuellen PET,,,4000,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
203027,0292,2,0292_BP1,IG,43101,Abfuellen PET,,,4100,PAC,30,MIN,60,,300,,7500,7500,,BPETG6,
203035,0292,2,0292_BP1,IH,43101,Abfuellen PET,,,3000,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
203041,0292,2,0292_BP1,IJ,43101,Abfuellen PET,,,4900,CS,30,MIN,60,,300,,7500,7500,,BPETG6,
201356,0292,2,0292_BP1,IK,43101,Abfuellen PET,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201359,0292,2,0292_BP1,IL,43101,Abfuellen PET,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201358,0292,2,0292_BP1,IM,43466,Abfuellen PET,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
201358,0292,2,0292_BP1,IO,43466,Abfuellen PET,,,3600,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
203032,0292,2,0292_BP1,IR,43466,Abfuellen PET,,,2350,CS,30,MIN,60,,300,,3333,3333,,BPETG3,
203032,0292,2,0292_BP1,IS,43466,Abfuellen PET,,,4158,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
203220,0292,2,0292_BP1,IY,43466,Abfuellen PET,,,4100,CS,30,MIN,60,,300,,7125,7125,,BPETG6,
203305,0292,2,0292_BP1,J1,43466,Abfuellen PET,,,2800,CS,30,MIN,60,,300,,5333,5667,,BPETG6,
203352,0292,2,0292_BP1,J6,43831,Abfuellen PET,,,92,CS,30,MIN,60,,300,,171,171,,BPETG2,
203356,0292,2,0292_BP1,J7,43831,Abfuellen PET,,,2800,CS,30,MIN,60,,300,,5333,5667,,BPETG6,
203359,0292,2,0292_BP1,J8,43831,Abfuellen PET,,,3330,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201854,0292,2,0292_BP1,J9,43831,Abfuellen PET,,,105,CS,30,MIN,60,,300,,171,171,,BPETG2,
201356,0292,2,0292_BP1,JB,43831,Abfuellen PET,,,3600,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
201359,0292,2,0292_BP1,JC,43831,Abfuellen PET,,,3600,CS,30,MIN,60,,300,,6000,6000,,BPETG6,
