Plant,,Material,,,Work Center,Fiscal Week,Overall Result,40.2020,41.2020,42.2020,43.2020,44.2020,45.2020,46.2020,47.2020,48.2020,49.2020,50.2020,51.2020,52.2020,01.2021,02.2021,03.2021,04.2021,05.2021,06.2021,07.2021,08.2021,09.2021,10.2021,11.2021,12.2021,13.2021,14.2021,15.2021,16.2021,17.2021,18.2021,19.2021,20.2021,21.2021,22.2021,23.2021,24.2021,25.2021,26.2021,27.2021,28.2021,29.2021,30.2021,31.2021,32.2021,33.2021,34.2021,35.2021,36.2021,37.2021,38.2021,39.2021,Prod. Freq,ME/HR/BUoM (CS),Unc. Line Speed/Hr/BUoM (CS),Syrup MatNr,Syrup AltBOM,Syrup #Components,Setup Group,SetupMin,SetupMax,Comments
0280,Lüneburg,200479,1.5LPLBTN6X40 VIO BY APOLLINARIS,Net Production Quantity,BPETP3,A03 NR PET,36256,,1014,,,1005,,1075,,,,,500,,,,2489,,3026,708,,,1552,,,354,2863,,2618,,3516,,,,3035,20,,5141,,,,714,,2026,,,1560,,,1999,,1041,,0.3846153846,#DIV/0!,#DIV/0!,WATER?,,,?,30,150,
0280,Lüneburg,200510,250MLGLBTR1X24 VIO BY APOLLINARIS,Net Production Quantity,BRGBP6,A06 RR Glass,244656,,,,,52848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488,27984,,11952,32832,,5952,18336,,28704,,,12048,,3360,49152,,0.2115384615,#DIV/0!,#DIV/0!,WATER?,,,?,60,480,
0280,Lüneburg,200512,750MLGLBTR1X12 VIO BY APOLLINARIS,Net Production Quantity,BRGBP5,A04 RR Glass,110656,,,,,,,,,,19392,,,,,,,,,,,,,,,,,,,,,,,,,,,,36352,,,,,,,,18976,23328,,,,,12608,0.0961538462,#DIV/0!,#DIV/0!,WATER?,,,?,60,480,
0280,Lüneburg,200512,750MLGLBTR1X12 VIO BY APOLLINARIS,Net Production Quantity,BRGBP6,A06 RR Glass,106016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26688,,,,,,,18624,,,,41888,7072,,,,,,,,,11744,,0.0961538462,#DIV/0!,#DIV/0!,WATER?,,,?,60,480,
0280,Lüneburg,201633,500MLPLBTN18X1 VIO BY APOLINRISMDM(CARB),Net Production Quantity,BPETP3,A03 NR PET,1222632,,,,,20232,39816,,,,51480,,,,44856,,,,,,,,48744,,71280,,5472,,77040,,130896,,,,,,194688,,,135576,,56448,196920,,,80064,,,,,,69120,,0.2884615385,#DIV/0!,#DIV/0!,WATER?,,,?,40,150,
0280,Lüneburg,201636,1.5LPLBTN6X1 VIO BY APOLINRISMDM(CARB),Net Production Quantity,BPETP3,A03 NR PET,768056,,68704,,,,,31008,,,,,79496,,,33136,,,39976,69236,,,,,,71972,,,,46892,,,31312,60344,,,,,126084,,,59128,,,,,50768,,,,,,,0.25,#DIV/0!,#DIV/0!,WATER?,,,?,40,150,
0280,Lüneburg,201652,1.5LPLBTN1X6 VIO BY APOLINRISMDM(CARB),Net Production Quantity,BPETP3,A03 NR PET,282688,,26048,,,11136,,,,,,26944,,,,29632,,,,,,,10496,,,29952,,,,36224,,,,,20864,,,,45312,,,15104,,,,,,20288,,,10688,,,0.2307692308,#DIV/0!,#DIV/0!,WATER?,,,?,40,150,
0280,Lüneburg,202277,250MLGLBTR1X24 VIO BY APOLINRISMDM(CARB),Net Production Quantity,BRGBP6,A06 RR Glass,45264,,,,,4752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4896,7008,,,,8208,,14208,,,,,,,,,6192,,0.1153846154,#DIV/0!,#DIV/0!,WATER?,,,?,60,480,
0280,Lüneburg,202278,750MLGLBTR1X12 VIO BY APOLINRISMDM(CARB),Net Production Quantity,BRGBP6,A06 RR Glass,21440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200,,,,0,10240,,,,,,,,,,,0.0384615385,#DIV/0!,#DIV/0!,WATER?,,,?,60,480,
0280,Lüneburg,202290,1LPLBTN4X1 VIO BIO L/L,Net Production Quantity,BPETP2,A05 NR PET,824880,106176,,,,,14784,,,,,59360,,,,30128,,,40880,,,,,106400,,,,,60144,,,,59584,,,,106176,,,,,74704,,,91392,,,,75152,,,,,0.2307692308,#DIV/0!,#DIV/0!,WATER?,,3,?,65,360,
