Plant,Matrix,Setup Grp. From,Setup Grp. To,Duration,Dur. Unit,Valid,KEY,Work Center,Cleaning
0279,0279_BPETMK         ,,200078,45,MIN,n,BPETMK200078n,BPETMK,
0279,0279_BPETMK         ,,200079,45,MIN,n,BPETMK200079n,BPETMK,
0279,0279_BPETMK         ,,200080,45,MIN,n,BPETMK200080n,BPETMK,
0279,0279_BPETMK         ,,200081,45,MIN,n,BPETMK200081n,BPETMK,
0279,0279_BPETMK         ,,200082,45,MIN,n,BPETMK200082n,BPETMK,
0279,0279_BPETMK         ,,200083,45,MIN,n,BPETMK200083n,BPETMK,
0279,0279_BPETMK         ,,200100,45,MIN,n,BPETMK200100n,BPETMK,
0279,0279_BPETMK         ,,200382,45,MIN,n,BPETMK200382n,BPETMK,
0279,0279_BPETMK         ,,200938,45,MIN,n,BPETMK200938n,BPETMK,
0279,0279_BPETMK         ,,200991,45,MIN,n,BPETMK200991n,BPETMK,
0279,0279_BPETMK         ,,201101,45,MIN,n,BPETMK201101n,BPETMK,
0279,0279_BPETMK         ,,201131,45,MIN,n,BPETMK201131n,BPETMK,
0279,0279_BPETMK         ,,201184,45,MIN,n,BPETMK201184n,BPETMK,
0279,0279_BPETMK         ,,201222,45,MIN,n,BPETMK201222n,BPETMK,
0279,0279_BPETMK         ,,AAA01                                   ,45,MIN,n,BPETMKAAA01n,BPETMK,
0279,0279_BPETMK         ,,203036,45,MIN,n,BPETMK203036n,BPETMK,
0279,0279_BPETMK         ,,203043,45,MIN,n,BPETMK203043n,BPETMK,
0279,0279_BPETMK         ,200078,200078,0,MIN,n,BPETMK200078n,BPETMK,
0279,0279_BPETMK         ,200078,200079,45,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,200078,200080,45,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,200078,200081,60,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,200078,200082,240,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,200078,200083,60,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,200078,200100,45,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,200078,200382,45,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,200078,200938,45,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,200078,200991,60,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,200078,201101,45,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,200078,201131,60,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,200078,201184,45,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,200078,201222,60,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,200078,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,200078,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,200078,203025,60,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,200078,203036,45,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,200078,203043,45,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,200078,203051,45,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,200078,203053,45,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,200079,200078,45,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,200079,200079,0,MIN,n,BPETMK200079n,BPETMK,
0279,0279_BPETMK         ,200079,200080,45,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,200079,200081,60,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,200079,200082,60,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,200079,200083,60,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,200079,200100,45,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,200079,200382,45,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,200079,200938,45,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,200079,200991,60,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,200079,201101,45,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,200079,201131,60,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,200079,201184,45,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,200079,201222,60,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,200079,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,200079,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,200079,203025,60,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,200079,203036,45,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,200079,203043,45,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,200079,203051,45,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,200079,203053,45,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,200080,200078,45,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,200080,200079,45,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,200080,200080,0,MIN,n,BPETMK200080n,BPETMK,
0279,0279_BPETMK         ,200080,200081,60,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,200080,200082,60,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,200080,200083,60,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,200080,200100,45,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,200080,200382,45,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,200080,200938,45,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,200080,200991,60,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,200080,201101,45,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,200080,201131,60,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,200080,201184,45,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,200080,201222,60,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,200080,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,200080,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,200080,203025,60,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,200080,203036,45,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,200080,203043,45,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,200080,203051,45,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,200080,203053,45,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,200081,200078,60,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,200081,200079,60,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,200081,200080,60,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,200081,200081,0,MIN,n,BPETMK200081n,BPETMK,
0279,0279_BPETMK         ,200081,200082,240,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,200081,200083,45,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,200081,200100,60,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,200081,200382,60,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,200081,200938,60,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,200081,200991,45,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,200081,201101,60,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,200081,201131,45,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,200081,201184,60,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,200081,201222,45,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,200081,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,200081,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,200081,203025,45,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,200081,203036,60,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,200081,203043,60,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,200081,203051,60,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,200081,203053,60,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,200082,200078,60,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,200082,200079,60,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,200082,200080,60,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,200082,200081,45,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,200082,200082,0,MIN,n,BPETMK200082n,BPETMK,
0279,0279_BPETMK         ,200082,200083,45,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,200082,200100,60,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,200082,200382,60,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,200082,200938,60,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,200082,200991,45,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,200082,201101,60,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,200082,201131,45,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,200082,201184,60,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,200082,201222,45,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,200082,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,200082,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,200082,203025,45,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,200082,203036,60,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,200082,203043,60,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,200082,203051,60,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,200082,203053,60,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,200083,200078,60,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,200083,200079,60,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,200083,200080,60,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,200083,200081,45,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,200083,200082,240,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,200083,200083,0,MIN,n,BPETMK200083n,BPETMK,
0279,0279_BPETMK         ,200083,200100,60,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,200083,200382,60,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,200083,200938,60,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,200083,200991,45,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,200083,201101,60,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,200083,201131,45,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,200083,201184,60,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,200083,201222,45,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,200083,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,200083,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,200083,203025,45,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,200083,203036,60,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,200083,203043,60,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,200083,203051,60,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,200083,203053,60,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,200100,200078,45,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,200100,200079,45,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,200100,200080,45,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,200100,200081,60,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,200100,200082,60,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,200100,200083,60,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,200100,200100,0,MIN,n,BPETMK200100n,BPETMK,
0279,0279_BPETMK         ,200100,200382,45,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,200100,200938,45,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,200100,200991,60,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,200100,201101,45,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,200100,201131,60,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,200100,201184,45,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,200100,201222,60,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,200100,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,200100,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,200100,203025,60,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,200100,203036,45,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,200100,203043,45,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,200100,203051,45,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,200100,203053,45,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,200382,200078,45,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,200382,200079,45,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,200382,200080,45,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,200382,200081,60,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,200382,200082,60,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,200382,200083,60,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,200382,200100,45,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,200382,200382,0,MIN,n,BPETMK200382n,BPETMK,
0279,0279_BPETMK         ,200382,200938,45,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,200382,200991,60,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,200382,201101,45,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,200382,201131,60,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,200382,201184,45,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,200382,201222,60,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,200382,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,200382,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,200382,203025,60,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,200382,203036,45,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,200382,203043,45,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,200382,203051,45,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,200382,203053,45,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,200938,200078,45,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,200938,200079,45,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,200938,200080,45,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,200938,200081,60,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,200938,200082,240,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,200938,200083,60,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,200938,200100,45,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,200938,200382,45,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,200938,200938,0,MIN,n,BPETMK200938n,BPETMK,
0279,0279_BPETMK         ,200938,200991,60,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,200938,201101,45,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,200938,201131,60,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,200938,201184,45,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,200938,201222,60,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,200938,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,200938,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,200938,203025,60,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,200938,203036,45,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,200938,203043,45,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,200991,200078,60,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,200991,200079,60,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,200991,200080,60,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,200991,200081,45,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,200991,200082,45,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,200991,200083,45,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,200991,200100,60,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,200991,200382,60,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,200991,200938,60,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,200991,200991,0,MIN,n,BPETMK200991n,BPETMK,
0279,0279_BPETMK         ,200991,201101,60,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,200991,201131,45,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,200991,201184,60,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,200991,201222,45,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,200991,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,200991,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,200991,203025,45,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,200991,203036,60,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,200991,203043,60,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,200991,203051,60,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,200991,203053,60,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,201101,200078,45,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,201101,200079,45,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,201101,200080,45,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,201101,200081,60,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,201101,200082,240,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,201101,200083,60,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,201101,200100,45,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,201101,200382,45,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,201101,200938,45,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,201101,200991,60,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,201101,201101,0,MIN,n,BPETMK201101n,BPETMK,
0279,0279_BPETMK         ,201101,201131,60,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,201101,201184,45,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,201101,201222,60,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,201101,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,201101,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,201101,203025,60,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,201101,203036,45,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,201101,203043,45,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,201131,200078,60,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,201131,200079,60,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,201131,200080,60,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,201131,200081,45,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,201131,200082,45,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,201131,200083,45,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,201131,200100,60,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,201131,200382,60,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,201131,200938,60,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,201131,200991,45,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,201131,201101,60,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,201131,201131,0,MIN,n,BPETMK201131n,BPETMK,
0279,0279_BPETMK         ,201131,201184,60,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,201131,201222,45,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,201131,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,201131,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,201131,203025,45,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,201131,203036,60,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,201131,203043,60,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,201131,203051,60,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,201131,203053,60,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,201184,200078,45,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,201184,200079,45,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,201184,200080,45,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,201184,200081,60,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,201184,200082,60,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,201184,200083,60,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,201184,200100,45,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,201184,200382,45,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,201184,200938,45,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,201184,200991,60,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,201184,201101,45,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,201184,201131,60,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,201184,201184,0,MIN,n,BPETMK201184n,BPETMK,
0279,0279_BPETMK         ,201184,201222,60,MIN,y,BPETMK201222y,BPETMK,
0279,0279_BPETMK         ,201184,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,201184,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,201184,203025,60,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,201184,203036,45,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,201184,203043,45,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,201184,203051,45,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,201184,203053,45,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,201222,200078,60,MIN,y,BPETMK200078y,BPETMK,
0279,0279_BPETMK         ,201222,200079,60,MIN,y,BPETMK200079y,BPETMK,
0279,0279_BPETMK         ,201222,200080,60,MIN,y,BPETMK200080y,BPETMK,
0279,0279_BPETMK         ,201222,200081,45,MIN,y,BPETMK200081y,BPETMK,
0279,0279_BPETMK         ,201222,200082,45,MIN,y,BPETMK200082y,BPETMK,
0279,0279_BPETMK         ,201222,200083,45,MIN,y,BPETMK200083y,BPETMK,
0279,0279_BPETMK         ,201222,200100,60,MIN,y,BPETMK200100y,BPETMK,
0279,0279_BPETMK         ,201222,200382,60,MIN,y,BPETMK200382y,BPETMK,
0279,0279_BPETMK         ,201222,200938,60,MIN,y,BPETMK200938y,BPETMK,
0279,0279_BPETMK         ,201222,200991,45,MIN,y,BPETMK200991y,BPETMK,
0279,0279_BPETMK         ,201222,201101,60,MIN,y,BPETMK201101y,BPETMK,
0279,0279_BPETMK         ,201222,201131,45,MIN,y,BPETMK201131y,BPETMK,
0279,0279_BPETMK         ,201222,201184,60,MIN,y,BPETMK201184y,BPETMK,
0279,0279_BPETMK         ,201222,201222,0,MIN,n,BPETMK201222n,BPETMK,
0279,0279_BPETMK         ,201222,AAA01                                   ,45,MIN,y,BPETMKAAA01y,BPETMK,
0279,0279_BPETMK         ,201222,AAA02                                   ,45,MIN,y,BPETMKAAA02y,BPETMK,
0279,0279_BPETMK         ,201222,203025,45,MIN,y,BPETMK203025y,BPETMK,
0279,0279_BPETMK         ,201222,203036,60,MIN,y,BPETMK203036y,BPETMK,
0279,0279_BPETMK         ,201222,203043,60,MIN,y,BPETMK203043y,BPETMK,
0279,0279_BPETMK         ,201222,203051,60,MIN,y,BPETMK203051y,BPETMK,
0279,0279_BPETMK         ,201222,203053,60,MIN,y,BPETMK203053y,BPETMK,
0279,0279_BPETMK         ,AAA01                                   ,200078,45,MIN,n,BPETMK200078n,BPETMK,AAA
0279,0279_BPETMK         ,AAA01                                   ,200079,45,MIN,n,BPETMK200079n,BPETMK,AAA
0279,0279_BPETMK         ,AAA01                                   ,200080,45,MIN,n,BPETMK200080n,BPETMK,AAA
0279,0279_BPETMK         ,AAA01                                   ,200081,45,MIN,n,BPETMK200081n,BPETMK,AAA
