EXPORTDAT,LAEDA,ERSDA,MATNR,MAKTG,MTART,MATKL,MEINS,CS_PAL,PAL_Anzahl,EA_Anzahl,PMU_Anzahl,ZUC_Anzahl,LAYERS_PAL,CS_LAYERS,/SCL/MIXED_PROD,/SCL/RET,Description /SCL/RET,/SCL/PKG,Description /SCL/PKG,/SCL/PSIZE,Description /SCL/PSIZE,/SCL/PTYPE,Bezeichung /SCL/PTYPE,/SCL/SLUN,Description /SCL/SLUN,/SCL/BRAND,Description /SCL/BRAND,MHDHB,MHDRZ,/SCL/RTD,/SCL/MATRTY_DUR,/SCL/SHLIFREQMAX,MFRPN,BRGEW,NTGEW,VOLUM,VOLEH,LAENG,BREIT,HOEHE,MEABM,/SCL/QUARTIME,MSTAE,/SCL/PROMI,Bezeichung /SCL/PROMI,/SCL/CATBRNDTY,Description /SCL/CATBRNDTY,/SCL/PLANNER_S,/SCL/PLANNER_S Description,/SCL/PKGGROUP,Description SCL_PKGGROUP,/SCL/STKFACTOR,STFAK,/SCL/BOARDOBJ,ALL_LOC_PRODUCTS_ND,FlTyp,SNP Planner Check,PG_Reporting,PAL,Description_PAL,Getränkeprodukt
44489,43297,41085,103542,"ALSF.ADQU.MED20/0,5L PEC",ZFER,55121600A,KS,40,0.025,20,1,1.7612,,,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,018,Plastikflasche,019,1-Ls 20,Z61,Alsfelder,360,120,R,0,0,,12.32,12.32,10,L,400,300,282,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,9102,HWPET,1,,YEL_2,yes,,,0,,,8027
44489,43297,41085,103549,"ALSF.ADQU.ORI20/0,5L PEC",ZFER,55121600A,KS,40,0.025,20,1,1.7612,,,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,018,Plastikflasche,019,1-Ls 20,Z61,Alsfelder,360,120,R,0,0,,12.32,12.32,10,L,400,300,280,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,9102,HWPET,1,,YEL_2,yes,,,0,,,8026
44489,43297,41085,103550,"ALSF.ADQU.NAT20/0,5L PEC",ZFER,55121600A,KS,40,0.025,20,1,1.7612,,,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,018,Plastikflasche,019,1-Ls 20,Z61,Alsfelder,360,120,R,0,0,,12.32,12.32,10,L,400,300,280,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,9102,HWPET,1,,YEL_2,yes,,,0,,,8027
44489,43307,41085,103543,"VOGELSB.ORAN 20/0,5L PEC",ZFER,50202300,KS,40,0.025,20,1,1.7612,,,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,018,Plastikflasche,019,1-Ls 20,Z61,Alsfelder,210,120,R,0,0,,12.32,12.32,10,L,400,300,282,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,9102,HWPET,1,,YEL_2,yes,,,0,,,8033
44489,43307,41085,103544,"VOGELSB.A.SCH20/0,5L PEC",ZFER,50202300,KS,40,0.025,20,1,1.7612,,,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,018,Plastikflasche,019,1-Ls 20,Z61,Alsfelder,210,120,R,0,0,,12.32,12.32,10,L,400,300,282,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,9102,HWPET,1,,YEL_2,yes,,,0,,,8029
44489,43307,41085,103548,"VOGELSB.ACE-P20/0,5L PEC",ZFER,50202300,KS,40,0.025,20,1,1.7612,,,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,018,Plastikflasche,019,1-Ls 20,Z61,Alsfelder,210,120,R,0,0,,12.32,12.32,10,L,400,300,282,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,9102,HWPET,1,,YEL_2,yes,,,0,,,8031
44489,43307,41085,103552,"VOGELSB.CO-MI20/0,5L PEC",ZFER,50202300,KS,40,0.025,20,1,1.7612,,,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,018,Plastikflasche,019,1-Ls 20,Z61,Alsfelder,360,120,R,0,0,,12.32,12.32,10,L,400,300,282,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,9102,HWPET,1,,YEL_2,yes,,,0,,,8028
44489,43307,41085,103935,"VOGELSB.ISOSP20/0,5L PEC",ZFER,50202300,KS,40,0.025,20,1,1.7612,,,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,018,Plastikflasche,019,1-Ls 20,Z61,Alsfelder,210,120,R,0,0,,12.32,12.32,10,L,400,300,282,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,9102,HWPET,1,,YEL_2,yes,,,0,,,8029
44489,43543,41085,102750,"SOD.AQ CL.KH 20/0,5L PEC",ZFER,55121600A,KS,40,0.025,20,1,1.7612,,,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,Z15,Plastikflasche PETCycle DPG,019,1-Ls 20,B6G,Sodenthaler,360,120,R,0,0,,12.32,12.32,10,L,400,300,282,MM,0,01,P,Werbeartikel,CLOSED,Gesperrt /SKU Reduziert,,,4110,SN050,1,,YEL_2,yes,,,SOD,,,A3Y4
44489,43543,41085,102760,"SOD.AQU.BIRNE12/1,0L PEC",ZFER,55121600A,KS,40,0.025,12,1,2.1134,,,,Z,EW FP: DPG in MW-Ki,0014,1-Ltr Plas Btl Nr  1-Ls 12,007,1 LTR,Z15,Plastikflasche PETCycle DPG,012,1-Ls 12,B6G,Sodenthaler,210,120,R,0,0,,14.5,14.5,12,L,405,300,310,MM,120,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4114,SN100,1,,BLU_3,yes,,,SOD,,,A4KV
44489,44064,41085,102715,"SOD.MAGD.ZITR12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,,,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6E,Magdalenen Brunnen,360,120,R,0,0,,17.3,17,8.4,L,355,276,345,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4113,SGL070,1,,GRN_1,yes,,,SOD,,,A4KK
44489,44064,41085,102716,"SOD.MAGD.ORAN12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,,,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6E,Magdalenen Brunnen,360,120,R,0,0,,17.3,17,8.4,L,355,276,345,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4113,SGL070,1,,GRN_1,yes,,,SOD,,,A4KJ
44489,44242,41085,102739,"SOD.AQU.ZITRO12/1,0L PEC",ZFER,55121600A,KS,40,0.025,12,1,2.1134,,,,Z,EW FP: DPG in MW-Ki,0014,1-Ltr Plas Btl Nr  1-Ls 12,007,1 LTR,Z15,Plastikflasche PETCycle DPG,012,1-Ls 12,B6G,Sodenthaler,180,90,R,0,0,,14.5,14,12,L,405,300,310,MM,144,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4114,SN100,1,,BLU_3,yes,,,SOD,,,A4KU
44489,44335,41085,102699,"SOD.APF-WALDB20/0,5L PEC",ZFER,55121600A,KS,40,0.025,20,1,1.7612,,,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,Z15,Plastikflasche PETCycle DPG,019,1-Ls 20,B6G,Sodenthaler,360,120,R,0,0,,12.32,12.32,10,L,400,300,282,MM,120,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4110,SN050,1,,YEL_2,yes,,,SOD,,,A4KT
44489,44335,41085,102747,"SOD.AQ CL.KH 12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,,,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,720,120,R,0,0,,17.3,17.2,8.4,L,355,276,345,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4113,SGL070,1,,GRN_1,yes,,,SOD,,,A3Y5
44489,44404,41085,102700,"SOD.MIN-Q.CL 12/0,5L  MW",ZFER,55121600A,KS,45,0.0222,12,1,1.0567,,,,3,MW FP: KISTE&FLASCHE,2120,500-Ml Glass Btl Ref  1-Ls 12,472,500 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,720,120,R,0,0,,12.7,6,6,L,360,278,260,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4111,SGL05012,1,,GRY_4,yes,GDB,,SOD,,,A3ZB
44489,44404,41085,102702,"SOD.ACE      12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,4,9,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,360,120,R,0,0,,17.3,8.724,8.4,L,355,276,345,MM,144,03,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4113,SGL070,1,,GRN_1,yes,GDB,,SOD,356,EUROPALETTE 120X80,A4KR
44489,44404,41085,102704,"SOD.COLA-MIX 12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,,,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,360,120,R,0,0,,17.3,8.724,8.4,L,355,276,345,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4113,SGL070,1,,GRN_1,yes,,,SOD,,,A4KW
44489,44404,41085,102705,"SOD.ACE      12/0,5L  MW",ZFER,55121600A,KS,45,0.0222,12,1,1.0567,5,9,,3,MW FP: KISTE&FLASCHE,2120,500-Ml Glass Btl Ref  1-Ls 12,472,500 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,365,120,R,0,0,,12.7,6.232,6,L,360,278,260,MM,144,03,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4111,SGL05012,1,,GRY_4,yes,GDB,,SOD,356,EUROPALETTE 120X80,A4KR
44489,44404,41085,102710,"SOD.ZITRON.LI12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,4,9,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,360,120,R,0,0,,17.3,8.724,8.4,L,355,276,345,MM,0,03,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4113,SGL070,1,,GRN_1,yes,GDB,,SOD,356,EUROPALETTE 120X80,A4LB
44489,44404,41085,102711,"SOD.ORANGENLI12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,4,9,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,360,120,R,0,0,,17.3,8.724,8.4,L,355,276,345,MM,0,03,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4113,SGL070,1,,GRN_1,yes,GDB,,SOD,356,EUROPALETTE 120X80,A4KQ
44489,44404,41085,102713,"SOD.COLA-MIX 12/0,5L  MW",ZFER,55121600A,KS,45,0.0222,12,1,1.0567,,,,3,MW FP: KISTE&FLASCHE,2120,500-Ml Glass Btl Ref  1-Ls 12,472,500 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,365,120,R,0,0,,12.7,6.232,6,L,360,278,260,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4111,SGL05012,1,,GRY_4,yes,GDB,,SOD,,,A4KW
44489,44404,41085,102742,"SOD.COLA-MIX 12/1,0L PEC",ZFER,55121600A,KS,40,0.025,12,1,2.1134,,,,Z,EW FP: DPG in MW-Ki,0014,1-Ltr Plas Btl Nr  1-Ls 12,007,1 LTR,Z15,Plastikflasche PETCycle DPG,012,1-Ls 12,B6G,Sodenthaler,180,90,R,0,0,,14.5,12.463,12,L,405,300,310,MM,0,01,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4114,SN100,1,,BLU_3,yes,W/O SHAPE,,SOD,,,A4KW
44489,44404,41085,102745,"SOD.ORANGENLI12/1,0L PEC",ZFER,55121600A,KS,40,0.025,12,1,2.1134,5,8,,Z,EW FP: DPG in MW-Ki,0014,1-Ltr Plas Btl Nr  1-Ls 12,007,1 LTR,Z15,Plastikflasche PETCycle DPG,012,1-Ls 12,B6G,Sodenthaler,180,90,R,0,0,,14.5,12.463,12,L,405,300,310,MM,0,03,R,Standardartikel,CLOSED,Gesperrt /SKU Reduziert,,,4114,SN100,1,,BLU_3,yes,W/O SHAPE,,SOD,356,EUROPALETTE 120X80,A4KQ
44489,44404,41085,102748,"SOD.AQ MD KH 12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,,,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,720,120,R,0,0,,17.3,8.4,8.4,L,355,276,345,MM,0,01,P,Werbeartikel,CLOSED,Gesperrt /SKU Reduziert,,,4113,SGL070,1,,GRN_1,yes,,,SOD,,,A3Y7
44489,44428,41085,102701,"SOD.APFEL    12/0,5L  MW",ZFER,55121600A,KS,45,0.0222,12,1,1.0567,5,9,,3,MW FP: KISTE&FLASCHE,2120,500-Ml Glass Btl Ref  1-Ls 12,472,500 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,360,120,R,0,0,,12.7,6.17,6,L,360,278,260,MM,144,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4111,SGL05012,1,"3,00",GRY_4,no,GDB,,SOD,356,EUROPALETTE 120X80,A4KS
44489,44428,41085,102703,"SOD.ISO-SPORT12/0,5L  MW",ZFER,55121600A,KS,45,0.0222,12,1,1.0567,5,9,,3,MW FP: KISTE&FLASCHE,2120,500-Ml Glass Btl Ref  1-Ls 12,472,500 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,360,120,R,0,0,,12.7,6.232,6,L,360,278,260,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4111,SGL05012,1,"3,00",GRY_4,no,GDB,,SOD,356,EUROPALETTE 120X80,A4KX
44489,44428,41085,102706,"SOD.MIN-Q.CL 12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,4,9,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,720,120,R,0,0,,17.3,8.4,8.4,L,355,276,345,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4113,SGL070,1,"3,00",GRN_1,no,GDB,,SOD,356,EUROPALETTE 120X80,A3ZB
44489,44428,41085,102707,SOD.MIN-Q.MED12/075L  MW,ZFER,55121600A,KS,36,0.0278,12,1,1.5851,4,9,,3,MW FP: KISTE&FLASCHE,2652,750-Ml Glass Btl Ref  1-Ls 12,553,750 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,720,120,R,0,0,,17.3,9,9,L,355,276,345,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4115,SGL075,1,"3,00",BLU_2,no,GDB,,SOD,356,EUROPALETTE 120X80,A3ZC
44489,44428,41085,102708,"SOD.AQ CL    12/0,5L  MW",ZFER,55121600A,KS,45,0.0222,12,1,1.0567,5,9,,3,MW FP: KISTE&FLASCHE,2120,500-Ml Glass Btl Ref  1-Ls 12,472,500 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,720,120,R,0,0,,12.7,6,6,L,360,278,260,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4111,SGL05012,1,"3,00",GRY_4,no,GDB,,SOD,356,EUROPALETTE 120X80,A3Y4
44489,44428,41085,102709,"SOD.AQ CL    12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,4,9,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,720,120,R,0,0,,17.3,8.4,8.4,L,355,276,345,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4113,SGL070,1,"3,00",GRN_1,no,GDB,,SOD,356,EUROPALETTE 120X80,A3Y4
44489,44428,41085,102712,SOD.AQ MED   12/075L  MW,ZFER,55121600A,KS,36,0.0278,12,1,1.5851,4,9,,3,MW FP: KISTE&FLASCHE,2652,750-Ml Glass Btl Ref  1-Ls 12,553,750 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,720,120,R,0,0,,17.3,9,9,L,355,276,345,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4115,SGL075,1,"3,00",BLU_2,no,GDB,,SOD,356,EUROPALETTE 120X80,A3Y7
44489,44428,41085,102714,"SOD.AQ MED   12/0,5L  MW",ZFER,55121600A,KS,45,0.0222,12,1,1.0567,5,9,,3,MW FP: KISTE&FLASCHE,2120,500-Ml Glass Btl Ref  1-Ls 12,472,500 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,720,120,R,0,0,,12.7,6,6,L,360,278,260,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4111,SGL05012,1,"3,00",GRY_4,no,GDB,,SOD,356,EUROPALETTE 120X80,A3Y7
44489,44428,41085,102717,"SOD.MAGD.SPRI12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,4,9,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6E,Magdalenen Brunnen,720,120,R,0,0,,17.3,8.4,8.4,L,355,276,345,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4113,SGL070,1,"3,00",GRN_1,no,GDB,,SOD,356,EUROPALETTE 120X80,A3YY
44489,44428,41085,102718,"SOD.APFEL    12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,4,9,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6G,Sodenthaler,360,120,R,0,0,,17.3,8.638,8.4,L,355,276,345,MM,144,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4113,SGL070,1,"3,00",GRN_1,no,GDB,,SOD,356,EUROPALETTE 120X80,A4KS
44489,44428,41085,102719,"SOD.MAGD.STI 12/0,7L  MW",ZFER,55121600A,KS,36,0.0278,12,1,1.4794,4,9,,3,MW FP: KISTE&FLASCHE,1368,700-Ml Glass Btl Ref  1-Ls 12,538,700 ML,Z13,Glasflasche Brunnen GDB,012,1-Ls 12,B6E,Magdalenen Brunnen,720,120,R,0,0,,17.3,8.4,8.4,L,355,276,345,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4113,SGL070,1,"3,00",GRN_1,no,GDB,,SOD,356,EUROPALETTE 120X80,A3YZ
44489,44428,41085,102720,SOD.GOUR.SAN 20/025L  MW,ZFER,55121600A,KS,45,0.0222,20,1,0.8806,5,9,,3,MW FP: KISTE&FLASCHE,5876,250-Ml Glass Btl Ref  1-Ls 20,265,250 ML,Z14,Glasflasche Gourmet URB/SOD,019,1-Ls 20,B6G,Sodenthaler,720,120,R,0,0,,11.9,5,5,L,355,273,257,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4109,SGL025,1,"3,00",RED_1,no,GOURMET,,SOD,356,EUROPALETTE 120X80,A3ZA
44489,44428,41085,102722,"SOD.GOUR.SAN 20/0,5L  MW",ZFER,55121600A,KS,40,0.025,20,1,1.7612,5,8,,3,MW FP: KISTE&FLASCHE,0288,500-Ml Glass Btl Ref  1-Ls 20,472,500 ML,Z14,Glasflasche Gourmet URB/SOD,019,1-Ls 20,B6G,Sodenthaler,720,120,R,0,0,,19.2,10,10,L,400,297,299,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4112,SGL05020,1,"3,00",YEL_4,no,GOURMET,,SOD,356,EUROPALETTE 120X80,A3ZA
44489,44428,41085,102723,"SOD.GOUR.CL  20/0,5L  MW",ZFER,55121600A,KS,40,0.025,20,1,1.7612,5,8,,3,MW FP: KISTE&FLASCHE,0288,500-Ml Glass Btl Ref  1-Ls 20,472,500 ML,Z14,Glasflasche Gourmet URB/SOD,019,1-Ls 20,B6G,Sodenthaler,720,120,R,0,0,,19.2,10,10,L,400,297,299,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4112,SGL05020,1,"3,00",YEL_4,no,GOURMET,,SOD,356,EUROPALETTE 120X80,A3Y9
44489,44428,41085,102724,SOD.GOUR.SAN 12/075L  MW,ZFER,55121600A,KS,36,0.0278,12,1,1.5851,4,9,,3,MW FP: KISTE&FLASCHE,2652,750-Ml Glass Btl Ref  1-Ls 12,553,750 ML,Z14,Glasflasche Gourmet URB/SOD,012,1-Ls 12,B6G,Sodenthaler,720,120,R,0,0,,17.3,9,9,L,355,276,345,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4115,SGL075,1,"3,00",BLU_2,no,GOURMET,,SOD,356,EUROPALETTE 120X80,A3ZA
44489,44428,41085,102725,SOD.GOUR.CL  12/075L  MW,ZFER,55121600A,KS,36,0.0278,12,1,1.5851,4,9,,3,MW FP: KISTE&FLASCHE,2652,750-Ml Glass Btl Ref  1-Ls 12,553,750 ML,Z14,Glasflasche Gourmet URB/SOD,012,1-Ls 12,B6G,Sodenthaler,720,120,R,0,0,,17.3,9,9,L,355,276,345,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4115,SGL075,1,"3,00",BLU_2,no,GOURMET,,SOD,356,EUROPALETTE 120X80,A3Y9
44489,44428,41085,102727,"SOD.COLA-MIX 20/0,5L PEC",ZFER,55121600A,KS,40,0.025,20,1,1.7612,5,8,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,Z15,Plastikflasche PETCycle DPG,019,1-Ls 20,B6G,Sodenthaler,210,90,R,0,0,,12.32,10.386,10,L,400,300,282,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4110,SN050,1,"3,00",YEL_2,no,W/O SHAPE,,SOD,356,EUROPALETTE 120X80,A4KW
44489,44428,41085,102729,"SOD.ISO-SPORT20/0,5L PEC",ZFER,55121600A,KS,40,0.025,20,1,1.7612,5,8,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,Z15,Plastikflasche PETCycle DPG,019,1-Ls 20,B6G,Sodenthaler,210,90,R,0,0,,12.32,10.386,10,L,400,300,282,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4110,SN050,1,"3,00",YEL_2,no,W/O SHAPE,,SOD,356,EUROPALETTE 120X80,A4KX
44489,44428,41085,102731,"SOD.ZITRON.LI20/0,5L PEC",ZFER,55121600A,KS,40,0.025,20,1,1.7612,5,8,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,Z15,Plastikflasche PETCycle DPG,019,1-Ls 20,B6G,Sodenthaler,210,90,R,0,0,,12.32,10.386,10,L,400,300,282,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4110,SN050,1,"3,00",YEL_2,no,W/O SHAPE,,SOD,356,EUROPALETTE 120X80,A4LB
44489,44428,41085,102732,"SOD.ORANGENLI20/0,5L PEC",ZFER,55121600A,KS,40,0.025,20,1,1.7612,5,8,,Z,EW FP: DPG in MW-Ki,2075,500-Ml Plas Btl Nr  1-Ls 20,472,500 ML,Z15,Plastikflasche PETCycle DPG,019,1-Ls 20,B6G,Sodenthaler,210,90,R,0,0,,12.32,10.386,10,L,400,300,282,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4110,SN050,1,"3,00",YEL_2,no,W/O SHAPE,,SOD,356,EUROPALETTE 120X80,A4KQ
44489,44428,41085,102733,"SOD.AQ CL    12/1,0L PEC",ZFER,55121600A,KS,40,0.025,12,1,2.1134,5,8,,Z,EW FP: DPG in MW-Ki,0014,1-Ltr Plas Btl Nr  1-Ls 12,007,1 LTR,Z15,Plastikflasche PETCycle DPG,012,1-Ls 12,B6G,Sodenthaler,360,120,R,0,0,,14.5,12,12,L,405,300,310,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4114,SN100,1,"3,00",BLU_3,no,W/O SHAPE,,SOD,356,EUROPALETTE 120X80,A3Y4
44489,44428,41085,102736,"SOD.MIN-Q.CL 12/1,0L PEC",ZFER,55121600A,KS,40,0.025,12,1,2.1134,5,8,,Z,EW FP: DPG in MW-Ki,0014,1-Ltr Plas Btl Nr  1-Ls 12,007,1 LTR,Z15,Plastikflasche PETCycle DPG,012,1-Ls 12,B6G,Sodenthaler,360,120,R,0,0,,14.5,12,12,L,405,300,310,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4114,SN100,1,"3,00",BLU_3,no,W/O SHAPE,,SOD,356,EUROPALETTE 120X80,A3ZB
44489,44428,41085,102737,"SOD.MIN-Q.MED12/1,0L PEC",ZFER,55121600A,KS,40,0.025,12,1,2.1134,5,8,,Z,EW FP: DPG in MW-Ki,0014,1-Ltr Plas Btl Nr  1-Ls 12,007,1 LTR,Z15,Plastikflasche PETCycle DPG,012,1-Ls 12,B6G,Sodenthaler,360,120,R,0,0,,14.5,12,12,L,405,300,310,MM,0,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4114,SN100,1,"3,00",BLU_3,no,W/O SHAPE,,SOD,356,EUROPALETTE 120X80,A3ZC
44489,44428,41085,102738,"SOD.AQU.PFIRS12/1,0L PEC",ZFER,55121600A,KS,40,0.025,12,1,2.1134,5,8,,Z,EW FP: DPG in MW-Ki,0014,1-Ltr Plas Btl Nr  1-Ls 12,007,1 LTR,Z15,Plastikflasche PETCycle DPG,012,1-Ls 12,B6G,Sodenthaler,210,90,R,0,0,,14.5,12.463,12,L,405,300,310,MM,144,,R,Standardartikel,STANDARD,Standardartikel aktiv,323,Soden,4114,SN100,1,"3,00",BLU_3,no,W/O SHAPE,,SOD,356,EUROPALETTE 120X80,A4KV
